Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment,Comment_DayOfWeek,Comment_Month,Comment_Season,Words_per_Comment,Avg_Word_Length,Engagement_rate,Sentiment_Score
georgefloyd,Very satisfied with the billing issues!,2024-04-07,34,6,0,0,Happy,Sunday,April,Spring,6,5.666666666666667,5.666666666666667,1.0
dthomas,Worst support team ever.,2023-07-21,461,4,0,0,Angry,Friday,July,Summer,4,5.25,115.25,-2.0
davisdebra,Average experience with the response time.,2024-04-14,480,6,0,0,Neutral,Sunday,April,Spring,6,6.166666666666667,80.0,0.0
lucas68,The delivery experience met my expectations.,2024-04-14,482,6,0,0,Pleased,Sunday,April,Spring,6,6.5,80.33333333333333,
vcrane,I feel sad about the technical support.,2024-01-04,103,7,0,1,Sad,Thursday,January,Winter,7,4.714285714285714,14.714285714285714,-1.0
nscott,I'm disappointed with the app usability.,2025-01-15,449,6,1,0,Sad,Wednesday,January,Winter,6,5.833333333333333,74.83333333333333,-1.0
paul03,Regretful experience regarding response time.,2023-06-10,368,5,0,0,Sad,Saturday,June,Summer,5,8.2,73.6,-1.0
thomas52,Neither good nor bad about return policy.,2025-04-16,181,7,0,0,Neutral,Wednesday,April,Spring,7,5.0,25.857142857142858,0.0
hweber,The delivery experience was satisfactory.,2025-02-06,103,5,1,0,Neutral,Thursday,February,Winter,5,7.4,20.6,0.0
tsoto,I feel sad about the support team.,2023-05-25,24,7,0,0,Sad,Thursday,May,Summer,7,4.0,3.4285714285714284,-1.0
abush,Very satisfied with the product availability!,2024-10-28,12,6,0,0,Happy,Monday,October,Rainy,6,6.666666666666667,2.0,1.0
melindasmith,The product availability was satisfactory.,2024-01-23,70,5,1,0,Neutral,Tuesday,January,Winter,5,7.6,14.0,0.0
brooksjonathan,Neither good nor bad about payment process.,2024-11-02,328,7,0,0,Neutral,Saturday,November,Fall,7,5.285714285714286,46.857142857142854,0.0
george68,"The website navigation was okay, nothing special.",2023-09-27,279,7,0,0,Neutral,Wednesday,September,Rainy,7,6.142857142857143,39.857142857142854,0.0
hrose,Absolutely furious about the customer care!,2023-06-30,466,6,0,0,Angry,Friday,June,Summer,6,6.333333333333333,77.66666666666667,-2.0
brianhanna,Worst product availability ever.,2024-02-25,314,4,0,0,Angry,Sunday,February,Winter,4,7.25,78.5,-2.0
lindsayflores,The product quality met my expectations.,2024-12-10,318,6,0,0,Pleased,Tuesday,December,Winter,6,5.833333333333333,53.0,
psutton,Wonderful experience regarding pricing.,2024-02-17,36,4,0,0,Happy,Saturday,February,Winter,4,9.0,9.0,1.0
tgutierrez,Loved the billing issues!,2025-01-06,273,4,0,0,Happy,Monday,January,Winter,4,5.5,68.25,1.0
kaiserstephen,Pretty good pricing experience.,2025-02-19,1,4,1,0,Pleased,Wednesday,February,Winter,4,7.0,0.25,
christinalopez,Terrible support team handling.,2024-02-14,410,4,0,0,Angry,Wednesday,February,Winter,4,7.0,102.5,-2.0
samuelballard,A neutral feeling towards the billing issues.,2025-03-08,231,7,0,0,Neutral,Saturday,March,Spring,7,5.571428571428571,33.0,0.0
martineztyrone,Can't believe how bad the return policy was.,2023-10-02,120,8,0,0,Angry,Monday,October,Rainy,8,4.625,15.0,-2.0
samanthanelson,Really angry with the website navigation.,2023-12-23,461,6,0,1,Angry,Saturday,December,Winter,6,6.0,76.83333333333333,-2.0
emily32,Terrible return policy handling.,2024-08-15,216,4,0,0,Angry,Thursday,August,Rainy,4,7.25,54.0,-2.0
vernonanderson,Very upsetting delivery experience experience.,2023-07-22,273,5,0,0,Sad,Saturday,July,Summer,5,8.4,54.6,-1.0
sethguerrero,Absolutely furious about the product quality!,2023-06-28,208,6,1,0,Angry,Wednesday,June,Summer,6,6.666666666666667,34.666666666666664,-2.0
emyers,I'm disappointed with the product availability.,2025-03-28,242,6,0,0,Sad,Friday,March,Spring,6,7.0,40.333333333333336,-1.0
ugutierrez,Worst response time ever.,2025-03-19,467,4,0,0,Angry,Wednesday,March,Spring,4,5.5,116.75,-2.0
xramirez,Very satisfied with the delivery experience!,2024-09-25,70,6,0,0,Happy,Wednesday,September,Rainy,6,6.5,11.666666666666666,1.0
broberts,Exceptional customer service experience.,2023-06-26,88,4,0,0,Happy,Monday,June,Summer,4,9.25,22.0,1.0
carlosstephens,Worst support team ever.,2025-01-19,223,4,0,0,Angry,Sunday,January,Winter,4,5.25,55.75,-2.0
megan75,I'm quite pleased with the billing issues.,2023-05-23,239,7,0,0,Pleased,Tuesday,May,Summer,7,5.142857142857143,34.142857142857146,
yorknicole,Really angry with the technical support.,2023-12-05,41,6,0,0,Angry,Tuesday,December,Winter,6,5.833333333333333,6.833333333333333,-2.0
tara12,Worst response time ever.,2023-10-28,356,4,0,0,Angry,Saturday,October,Rainy,4,5.5,89.0,-2.0
rwalker,Neither good nor bad about technical support.,2023-05-14,429,7,0,0,Neutral,Sunday,May,Summer,7,5.571428571428571,61.285714285714285,0.0
laurenmcbride,I feel sad about the customer service.,2024-07-19,310,7,0,0,Sad,Friday,July,Summer,7,4.571428571428571,44.285714285714285,-1.0
lorile,The return policy met my expectations.,2023-11-27,246,6,0,0,Pleased,Monday,November,Fall,6,5.5,41.0,
terri64,Regretful experience regarding customer care.,2023-07-04,500,5,1,0,Sad,Tuesday,July,Summer,5,8.2,100.0,-1.0
shawnandrews,Very upsetting website navigation experience.,2024-12-14,168,5,0,0,Sad,Saturday,December,Winter,5,8.2,33.6,-1.0
jonesmark,A neutral feeling towards the product availability.,2023-06-09,159,7,0,0,Neutral,Friday,June,Summer,7,6.428571428571429,22.714285714285715,0.0
ygarcia,Absolutely furious about the product availability!,2023-07-30,375,6,0,0,Angry,Sunday,July,Summer,6,7.5,62.5,-2.0
santiagotonya,Really angry with the technical support.,2024-08-11,484,6,0,0,Angry,Sunday,August,Rainy,6,5.833333333333333,80.66666666666667,-2.0
lauren85,Terrible pricing handling.,2024-05-25,446,3,0,0,Angry,Saturday,May,Summer,3,8.0,148.66666666666666,-2.0
vtanner,The response time met my expectations.,2025-01-28,300,6,1,0,Pleased,Tuesday,January,Winter,6,5.5,50.0,
ihamilton,A neutral feeling towards the website navigation.,2024-04-16,260,7,0,1,Neutral,Tuesday,April,Spring,7,6.142857142857143,37.142857142857146,0.0
larsonkathy,Not what I expected from billing issues.,2025-03-14,417,7,0,0,Sad,Friday,March,Spring,7,4.857142857142857,59.57142857142857,-1.0
lthomas,Can't believe how bad the website navigation was.,2024-07-24,118,8,0,0,Angry,Wednesday,July,Summer,8,5.25,14.75,-2.0
brettcoleman,Exceptional product quality experience.,2023-06-03,93,4,0,0,Happy,Saturday,June,Summer,4,9.0,23.25,1.0
charles13,Pretty good pricing experience.,2024-05-10,101,4,0,0,Pleased,Friday,May,Summer,4,7.0,25.25,
michael47,Can't believe how bad the pricing was.,2024-02-12,97,7,1,0,Angry,Monday,February,Winter,7,4.571428571428571,13.857142857142858,-2.0
kimberlyhunter,Regretful experience regarding order tracking.,2024-06-06,368,5,0,0,Sad,Thursday,June,Summer,5,8.4,73.6,-1.0
moyerpatrick,I feel sad about the product quality.,2023-05-06,18,7,0,0,Sad,Saturday,May,Summer,7,4.428571428571429,2.5714285714285716,-1.0
dlong,Very satisfied with the customer service!,2024-01-19,451,6,0,0,Happy,Friday,January,Winter,6,6.0,75.16666666666667,1.0
alawson,The delivery experience met my expectations.,2024-10-04,404,6,0,0,Pleased,Friday,October,Rainy,6,6.5,67.33333333333333,
jennifer28,I am extremely happy with the response time.,2025-04-02,351,8,0,0,Happy,Wednesday,April,Spring,8,4.625,43.875,1.0
angelamcguire,Regretful experience regarding pricing.,2023-10-17,75,4,0,0,Sad,Tuesday,October,Rainy,4,9.0,18.75,-1.0
pattersonmelissa,A neutral feeling towards the order tracking.,2024-11-16,124,7,0,0,Neutral,Saturday,November,Fall,7,5.571428571428571,17.714285714285715,0.0
shelbyolson,"The pricing was okay, nothing special.",2023-07-06,152,6,0,0,Neutral,Thursday,July,Summer,6,5.5,25.333333333333332,0.0
jeffrey86,Wonderful experience regarding response time.,2024-12-22,131,5,0,0,Happy,Sunday,December,Winter,5,8.2,26.2,1.0
joseph83,Worst return policy ever.,2025-01-24,484,4,1,0,Angry,Friday,January,Winter,4,5.5,121.0,-2.0
carol61,Pretty good pricing experience.,2024-02-25,281,4,0,0,Pleased,Sunday,February,Winter,4,7.0,70.25,
markhouse,Terrible billing issues handling.,2025-04-17,180,4,1,1,Angry,Thursday,April,Spring,4,7.5,45.0,-2.0
cynthiapowell,Overall pleased with the support team.,2024-12-20,50,6,0,0,Pleased,Friday,December,Winter,6,5.5,8.333333333333334,
swilliams,I am extremely happy with the delivery experience.,2024-07-11,232,8,0,0,Happy,Thursday,July,Summer,8,5.375,29.0,1.0
pacephillip,Absolutely furious about the technical support!,2024-03-07,139,6,0,0,Angry,Thursday,March,Spring,6,7.0,23.166666666666668,-2.0
colemansean,Average experience with the billing issues.,2023-10-25,194,6,0,1,Neutral,Wednesday,October,Rainy,6,6.333333333333333,32.333333333333336,0.0
hannah61,I'm quite pleased with the payment process.,2023-11-08,243,7,0,0,Pleased,Wednesday,November,Fall,7,5.285714285714286,34.714285714285715,
kwilson,Not what I expected from billing issues.,2024-08-14,60,7,0,1,Sad,Wednesday,August,Rainy,7,4.857142857142857,8.571428571428571,-1.0
phillipsmichele,Very satisfied with the delivery experience!,2023-09-14,65,6,0,0,Happy,Thursday,September,Rainy,6,6.5,10.833333333333334,1.0
nhodge,Average experience with the order tracking.,2024-08-04,304,6,0,0,Neutral,Sunday,August,Rainy,6,6.333333333333333,50.666666666666664,0.0
williampittman,Loved the payment process!,2024-03-13,203,4,0,0,Happy,Wednesday,March,Spring,4,5.75,50.75,1.0
jsmith,Very satisfied with the support team!,2024-12-26,353,6,0,0,Happy,Thursday,December,Winter,6,5.333333333333333,58.833333333333336,1.0
barnold,Terrible product quality handling.,2023-07-03,53,4,0,1,Angry,Monday,July,Summer,4,7.75,13.25,-2.0
nelsonchristopher,Can't believe how bad the customer care was.,2025-04-20,231,8,0,0,Angry,Sunday,April,Spring,8,4.625,28.875,-2.0
kevin37,Not what I expected from pricing.,2023-10-30,427,6,0,0,Sad,Monday,October,Rainy,6,4.666666666666667,71.16666666666667,-1.0
cooperbrian,The website navigation was satisfactory.,2024-07-05,308,5,0,1,Neutral,Friday,July,Summer,5,7.2,61.6,0.0
abigail87,Absolutely furious about the order tracking!,2024-07-08,298,6,0,1,Angry,Monday,July,Summer,6,6.5,49.666666666666664,-2.0
john56,Regretful experience regarding product quality.,2025-03-10,229,5,0,0,Sad,Monday,March,Spring,5,8.6,45.8,-1.0
grossalice,Worst response time ever.,2023-05-23,284,4,0,0,Angry,Tuesday,May,Summer,4,5.5,71.0,-2.0
collinsteresa,Really angry with the delivery experience.,2024-05-09,14,6,0,0,Angry,Thursday,May,Summer,6,6.166666666666667,2.3333333333333335,-2.0
nicholassullivan,Wonderful experience regarding app usability.,2023-10-27,482,5,0,0,Happy,Friday,October,Rainy,5,8.2,96.4,1.0
qwalker,Worst payment process ever.,2025-01-20,306,4,0,0,Angry,Monday,January,Winter,4,6.0,76.5,-2.0
craig74,Very satisfied with the response time!,2023-07-05,382,6,0,1,Happy,Wednesday,July,Summer,6,5.5,63.666666666666664,1.0
robertsonchristine,Loved the product quality!,2023-07-28,307,4,0,0,Happy,Friday,July,Summer,4,5.75,76.75,1.0
jonestroy,The website navigation met my expectations.,2023-05-20,373,6,1,0,Pleased,Saturday,May,Summer,6,6.333333333333333,62.166666666666664,
joshua88,Average experience with the website navigation.,2024-10-17,65,6,0,0,Neutral,Thursday,October,Rainy,6,7.0,10.833333333333334,0.0
icline,Average experience with the website navigation.,2023-07-13,19,6,0,0,Neutral,Thursday,July,Summer,6,7.0,3.1666666666666665,0.0
johnny75,I'm quite pleased with the pricing.,2023-11-14,465,6,1,0,Pleased,Tuesday,November,Fall,6,5.0,77.5,
crystal59,I feel sad about the billing issues.,2024-02-28,211,7,0,0,Sad,Wednesday,February,Winter,7,4.285714285714286,30.142857142857142,-1.0
ronald15,I'm quite pleased with the payment process.,2024-11-22,278,7,0,0,Pleased,Friday,November,Fall,7,5.285714285714286,39.714285714285715,
mooneytaylor,Very satisfied with the technical support!,2024-12-30,415,6,0,0,Happy,Monday,December,Winter,6,6.166666666666667,69.16666666666667,1.0
williamslaura,I'm quite pleased with the product availability.,2024-03-13,91,7,0,0,Pleased,Wednesday,March,Spring,7,6.0,13.0,
erinhorne,Overall pleased with the product availability.,2025-03-09,6,6,0,0,Pleased,Sunday,March,Spring,6,6.833333333333333,1.0,
davidunderwood,I'm disappointed with the product quality.,2025-01-21,209,6,0,0,Sad,Tuesday,January,Winter,6,6.166666666666667,34.833333333333336,-1.0
johnny01,Wonderful experience regarding technical support.,2024-11-07,115,5,0,0,Happy,Thursday,November,Fall,5,9.0,23.0,1.0
starkchris,Nice job on the customer service!,2023-08-20,1,6,0,0,Pleased,Sunday,August,Rainy,6,4.666666666666667,0.16666666666666666,
fforbes,Average experience with the website navigation.,2024-04-23,427,6,1,0,Neutral,Tuesday,April,Spring,6,7.0,71.16666666666667,0.0
onealjoshua,Nice job on the support team!,2025-02-07,395,6,0,0,Pleased,Friday,February,Winter,6,4.0,65.83333333333333,
maynardkeith,I am extremely happy with the product quality.,2023-07-26,378,8,0,0,Happy,Wednesday,July,Summer,8,4.875,47.25,1.0
jamesdominguez,I'm disappointed with the website navigation.,2024-05-11,74,6,0,0,Sad,Saturday,May,Summer,6,6.666666666666667,12.333333333333334,-1.0
walkerlisa,A neutral feeling towards the customer service.,2023-10-29,66,7,0,1,Neutral,Sunday,October,Rainy,7,5.857142857142857,9.428571428571429,0.0
treyes,Neither good nor bad about support team.,2023-08-20,344,7,1,0,Neutral,Sunday,August,Rainy,7,4.857142857142857,49.142857142857146,0.0
thomas99,Really angry with the product quality.,2025-03-26,227,6,0,0,Angry,Wednesday,March,Spring,6,5.5,37.833333333333336,-2.0
bruce03,"The payment process was okay, nothing special.",2025-04-24,353,7,0,0,Neutral,Thursday,April,Spring,7,5.714285714285714,50.42857142857143,0.0
annette65,I feel sad about the customer service.,2024-03-03,85,7,0,0,Sad,Sunday,March,Spring,7,4.571428571428571,12.142857142857142,-1.0
johnashley,Exceptional customer care experience.,2024-08-30,458,4,0,0,Happy,Friday,August,Rainy,4,8.5,114.5,1.0
baileyallen,Very upsetting response time experience.,2023-10-26,108,5,1,0,Sad,Thursday,October,Rainy,5,7.2,21.6,-1.0
jacksonkristen,Very satisfied with the app usability!,2023-06-05,257,6,0,0,Happy,Monday,June,Summer,6,5.5,42.833333333333336,1.0
michael52,Loved the technical support!,2024-10-09,90,4,0,0,Happy,Wednesday,October,Rainy,4,6.25,22.5,1.0
mendezlori,Terrible product quality handling.,2025-02-08,191,4,0,0,Angry,Saturday,February,Winter,4,7.75,47.75,-2.0
kingjoyce,Very satisfied with the response time!,2024-04-15,356,6,0,0,Happy,Monday,April,Spring,6,5.5,59.333333333333336,1.0
johnsonrobert,Exceptional payment process experience.,2024-11-10,454,4,1,0,Happy,Sunday,November,Fall,4,9.0,113.5,1.0
benjamin01,Neither good nor bad about customer care.,2024-08-03,138,7,0,0,Neutral,Saturday,August,Rainy,7,5.0,19.714285714285715,0.0
haleynunez,Nice job on the product availability!,2024-08-16,57,6,0,0,Pleased,Friday,August,Rainy,6,5.333333333333333,9.5,
heatherpatterson,Nice job on the customer care!,2024-04-25,103,6,0,0,Pleased,Thursday,April,Spring,6,4.166666666666667,17.166666666666668,
rblackwell,Overall pleased with the payment process.,2024-09-22,240,6,0,0,Pleased,Sunday,September,Rainy,6,6.0,40.0,
barnesmichael,I feel sad about the response time.,2024-02-20,403,7,0,0,Sad,Tuesday,February,Winter,7,4.142857142857143,57.57142857142857,-1.0
stephanie27,Neither good nor bad about payment process.,2024-03-24,319,7,0,0,Neutral,Sunday,March,Spring,7,5.285714285714286,45.57142857142857,0.0
montesrandy,Exceptional website navigation experience.,2025-04-23,221,4,0,0,Happy,Wednesday,April,Spring,4,9.75,55.25,1.0
ryan21,Really angry with the billing issues.,2024-03-24,417,6,1,0,Angry,Sunday,March,Spring,6,5.333333333333333,69.5,-2.0
rothdavid,I'm quite pleased with the return policy.,2024-12-01,129,7,0,0,Pleased,Sunday,December,Winter,7,5.0,18.428571428571427,
jacob08,Pretty good technical support experience.,2024-11-19,90,5,0,0,Pleased,Tuesday,November,Fall,5,7.4,18.0,
cnichols,Terrible payment process handling.,2024-06-30,496,4,0,0,Angry,Sunday,June,Summer,4,7.75,124.0,-2.0
alanfarrell,Worst product availability ever.,2024-11-19,220,4,0,0,Angry,Tuesday,November,Fall,4,7.25,55.0,-2.0
nicholasbenton,I am extremely happy with the order tracking.,2025-01-21,401,8,0,0,Happy,Tuesday,January,Winter,8,4.75,50.125,1.0
phillipswilliam,Nice job on the product availability!,2024-07-04,207,6,0,0,Pleased,Thursday,July,Summer,6,5.333333333333333,34.5,
stephanie20,Very satisfied with the product quality!,2024-01-12,286,6,0,0,Happy,Friday,January,Winter,6,5.833333333333333,47.666666666666664,1.0
pmercado,I feel sad about the response time.,2025-01-13,212,7,0,0,Sad,Monday,January,Winter,7,4.142857142857143,30.285714285714285,-1.0
delacruzcraig,Nice job on the customer service!,2024-10-09,13,6,0,0,Pleased,Wednesday,October,Rainy,6,4.666666666666667,2.1666666666666665,
edwardhebert,Overall pleased with the website navigation.,2024-11-28,381,6,0,0,Pleased,Thursday,November,Fall,6,6.5,63.5,
kaylacannon,Loved the customer service!,2025-02-22,126,4,0,0,Happy,Saturday,February,Winter,4,6.0,31.5,1.0
randall89,Regretful experience regarding app usability.,2024-08-10,362,5,0,0,Sad,Saturday,August,Rainy,5,8.2,72.4,-1.0
brandonwilliams,Nice job on the return policy!,2023-11-11,97,6,0,0,Pleased,Saturday,November,Fall,6,4.166666666666667,16.166666666666668,
potterpenny,Absolutely furious about the technical support!,2024-08-27,299,6,0,0,Angry,Tuesday,August,Rainy,6,7.0,49.833333333333336,-2.0
sandrafleming,Regretful experience regarding technical support.,2023-11-29,471,5,0,0,Sad,Wednesday,November,Fall,5,9.0,94.2,-1.0
karen71,Nice job on the order tracking!,2023-11-22,61,6,0,0,Pleased,Wednesday,November,Fall,6,4.333333333333333,10.166666666666666,
laurenpark,I'm disappointed with the app usability.,2024-01-22,287,6,0,0,Sad,Monday,January,Winter,6,5.833333333333333,47.833333333333336,-1.0
johnsondonald,Worst technical support ever.,2024-10-04,109,4,0,0,Angry,Friday,October,Rainy,4,6.5,27.25,-2.0
sarahwade,Loved the website navigation!,2024-03-08,205,4,0,0,Happy,Friday,March,Spring,4,6.5,51.25,1.0
courtneyowens,"The return policy was okay, nothing special.",2024-12-20,238,7,0,0,Neutral,Friday,December,Winter,7,5.428571428571429,34.0,0.0
boltonaaron,Absolutely furious about the app usability!,2024-03-30,86,6,0,0,Angry,Saturday,March,Spring,6,6.333333333333333,14.333333333333334,-2.0
lambcolleen,Neither good nor bad about order tracking.,2024-05-06,212,7,0,0,Neutral,Monday,May,Summer,7,5.142857142857143,30.285714285714285,0.0
doliver,Very upsetting pricing experience.,2024-08-05,285,4,0,0,Sad,Monday,August,Rainy,4,7.75,71.25,-1.0
moorepaul,"The website navigation was okay, nothing special.",2023-09-15,435,7,0,0,Neutral,Friday,September,Rainy,7,6.142857142857143,62.142857142857146,0.0
brady93,I feel sad about the delivery experience.,2025-04-13,210,7,0,0,Sad,Sunday,April,Spring,7,5.0,30.0,-1.0
pjones,Absolutely furious about the support team!,2024-08-19,128,6,0,0,Angry,Monday,August,Rainy,6,6.166666666666667,21.333333333333332,-2.0
perezmichael,"The support team was okay, nothing special.",2024-05-23,221,7,0,0,Neutral,Thursday,May,Summer,7,5.285714285714286,31.571428571428573,0.0
melissa61,Overall pleased with the delivery experience.,2025-02-18,5,6,0,0,Pleased,Tuesday,February,Winter,6,6.666666666666667,0.8333333333333334,
berryheather,Regretful experience regarding customer care.,2024-09-28,428,5,0,0,Sad,Saturday,September,Rainy,5,8.2,85.6,-1.0
taylorryan,I am extremely happy with the support team.,2023-11-25,440,8,0,0,Happy,Saturday,November,Fall,8,4.5,55.0,1.0
tammy76,Very upsetting product quality experience.,2023-10-19,336,5,0,0,Sad,Thursday,October,Rainy,5,7.6,67.2,-1.0
carl25,Worst order tracking ever.,2024-04-16,212,4,0,0,Angry,Tuesday,April,Spring,4,5.75,53.0,-2.0
dustin08,Very upsetting return policy experience.,2025-03-20,193,5,0,0,Sad,Thursday,March,Spring,5,7.2,38.6,-1.0
ryanjackson,Really angry with the payment process.,2024-02-05,307,6,0,0,Angry,Monday,February,Winter,6,5.5,51.166666666666664,-2.0
travisflores,The product quality was satisfactory.,2024-05-16,37,5,0,0,Neutral,Thursday,May,Summer,5,6.6,7.4,0.0
angelamartin,Loved the delivery experience!,2024-05-16,497,4,0,0,Happy,Thursday,May,Summer,4,6.75,124.25,1.0
destinydavies,A neutral feeling towards the response time.,2024-01-21,202,7,0,0,Neutral,Sunday,January,Winter,7,5.428571428571429,28.857142857142858,0.0
paulprice,Can't believe how bad the pricing was.,2025-04-08,66,7,1,0,Angry,Tuesday,April,Spring,7,4.571428571428571,9.428571428571429,-2.0
mmclaughlin,"The technical support was okay, nothing special.",2024-07-10,66,7,0,0,Neutral,Wednesday,July,Summer,7,6.0,9.428571428571429,0.0
wphillips,Very satisfied with the delivery experience!,2024-01-31,101,6,0,0,Happy,Wednesday,January,Winter,6,6.5,16.833333333333332,1.0
stephanie63,I feel sad about the return policy.,2024-04-19,93,7,0,0,Sad,Friday,April,Spring,7,4.142857142857143,13.285714285714286,-1.0
mirandachristina,Absolutely furious about the customer service!,2024-12-06,184,6,0,0,Angry,Friday,December,Winter,6,6.833333333333333,30.666666666666668,-2.0
shannon78,I'm quite pleased with the customer service.,2024-04-12,45,7,0,0,Pleased,Friday,April,Spring,7,5.428571428571429,6.428571428571429,
tracy17,I am extremely happy with the website navigation.,2023-10-05,113,8,0,0,Happy,Thursday,October,Rainy,8,5.25,14.125,1.0
mendozakendra,I am extremely happy with the response time.,2024-12-06,153,8,0,0,Happy,Friday,December,Winter,8,4.625,19.125,1.0
umason,The response time met my expectations.,2023-09-05,208,6,1,0,Pleased,Tuesday,September,Rainy,6,5.5,34.666666666666664,
tmartin,Absolutely furious about the billing issues!,2024-02-16,120,6,0,0,Angry,Friday,February,Winter,6,6.5,20.0,-2.0
brownpeter,Can't believe how bad the product quality was.,2023-07-24,223,8,0,0,Angry,Monday,July,Summer,8,4.875,27.875,-2.0
lindsay71,Terrible return policy handling.,2025-01-17,67,4,0,0,Angry,Friday,January,Winter,4,7.25,16.75,-2.0
melissa82,Neither good nor bad about app usability.,2025-01-20,382,7,0,0,Neutral,Monday,January,Winter,7,5.0,54.57142857142857,0.0
kevin08,The response time met my expectations.,2023-07-04,205,6,0,0,Pleased,Tuesday,July,Summer,6,5.5,34.166666666666664,
mejiabrandon,Very satisfied with the customer service!,2024-01-11,285,6,0,0,Happy,Thursday,January,Winter,6,6.0,47.5,1.0
ruth61,I am extremely happy with the technical support.,2024-11-07,61,8,0,0,Happy,Thursday,November,Fall,8,5.125,7.625,1.0
stewartmelanie,The pricing met my expectations.,2024-12-30,216,5,0,0,Pleased,Monday,December,Winter,5,5.6,43.2,
wmcneil,Not what I expected from payment process.,2024-10-02,179,7,0,1,Sad,Wednesday,October,Rainy,7,5.0,25.571428571428573,-1.0
brendacoleman,Loved the delivery experience!,2024-06-24,137,4,0,0,Happy,Monday,June,Summer,4,6.75,34.25,1.0
alexandergrant,Overall pleased with the pricing.,2024-10-24,123,5,0,0,Pleased,Thursday,October,Rainy,5,5.8,24.6,
hwilliams,The pricing met my expectations.,2024-07-01,58,5,0,0,Pleased,Monday,July,Summer,5,5.6,11.6,
brooksjacob,I feel sad about the product availability.,2024-07-04,481,7,0,0,Sad,Thursday,July,Summer,7,5.142857142857143,68.71428571428571,-1.0
timothymunoz,Absolutely furious about the product quality!,2023-08-29,43,6,0,0,Angry,Tuesday,August,Rainy,6,6.666666666666667,7.166666666666667,-2.0
doylezachary,Wonderful experience regarding billing issues.,2023-08-24,297,5,0,0,Happy,Thursday,August,Rainy,5,8.4,59.4,1.0
qlowe,I am extremely happy with the billing issues.,2024-11-10,110,8,0,0,Happy,Sunday,November,Fall,8,4.75,13.75,1.0
michelle95,Neither good nor bad about return policy.,2024-11-18,29,7,0,0,Neutral,Monday,November,Fall,7,5.0,4.142857142857143,0.0
carrieroth,"The order tracking was okay, nothing special.",2024-06-21,467,7,0,0,Neutral,Friday,June,Summer,7,5.571428571428571,66.71428571428571,0.0
rpowell,I'm disappointed with the product availability.,2024-07-18,411,6,0,0,Sad,Thursday,July,Summer,6,7.0,68.5,-1.0
kbaird,Absolutely furious about the support team!,2025-01-26,367,6,0,0,Angry,Sunday,January,Winter,6,6.166666666666667,61.166666666666664,-2.0
dianaanderson,Wonderful experience regarding product availability.,2025-04-14,12,5,0,0,Happy,Monday,April,Spring,5,9.6,2.4,1.0
ygarcia,Very satisfied with the customer service!,2024-12-14,321,6,0,0,Happy,Saturday,December,Winter,6,6.0,53.5,1.0
melissa65,Absolutely furious about the payment process!,2023-08-31,41,6,0,0,Angry,Thursday,August,Rainy,6,6.666666666666667,6.833333333333333,-2.0
shodge,"The billing issues was okay, nothing special.",2024-09-28,343,7,0,0,Neutral,Saturday,September,Rainy,7,5.571428571428571,49.0,0.0
tjensen,Worst product availability ever.,2024-08-30,3,4,0,0,Angry,Friday,August,Rainy,4,7.25,0.75,-2.0
tnguyen,I'm quite pleased with the billing issues.,2023-08-01,111,7,1,1,Pleased,Tuesday,August,Rainy,7,5.142857142857143,15.857142857142858,
vaughnderrick,Exceptional product quality experience.,2024-02-21,488,4,0,0,Happy,Wednesday,February,Winter,4,9.0,122.0,1.0
adamsvanessa,Wonderful experience regarding response time.,2024-10-02,156,5,0,0,Happy,Wednesday,October,Rainy,5,8.2,31.2,1.0
ronaldcoffey,"The customer service was okay, nothing special.",2023-05-20,237,7,0,0,Neutral,Saturday,May,Summer,7,5.857142857142857,33.857142857142854,0.0
dustinmckinney,Very upsetting app usability experience.,2024-07-31,450,5,0,0,Sad,Wednesday,July,Summer,5,7.2,90.0,-1.0
joseph79,Worst response time ever.,2023-11-08,94,4,0,0,Angry,Wednesday,November,Fall,4,5.5,23.5,-2.0
holttodd,"The payment process was okay, nothing special.",2024-01-29,131,7,0,0,Neutral,Monday,January,Winter,7,5.714285714285714,18.714285714285715,0.0
bgallagher,Terrible customer service handling.,2023-11-29,34,4,0,0,Angry,Wednesday,November,Fall,4,8.0,8.5,-2.0
jessica39,Wonderful experience regarding pricing.,2024-04-06,282,4,0,0,Happy,Saturday,April,Spring,4,9.0,70.5,1.0
hoganjay,Very upsetting pricing experience.,2023-11-30,473,4,0,0,Sad,Thursday,November,Fall,4,7.75,118.25,-1.0
megan57,Regretful experience regarding pricing.,2023-05-14,153,4,0,0,Sad,Sunday,May,Summer,4,9.0,38.25,-1.0
gnelson,A neutral feeling towards the order tracking.,2023-12-22,421,7,0,0,Neutral,Friday,December,Winter,7,5.571428571428571,60.142857142857146,0.0
nlong,I'm disappointed with the app usability.,2023-12-29,424,6,1,0,Sad,Friday,December,Winter,6,5.833333333333333,70.66666666666667,-1.0
zgriffith,Regretful experience regarding billing issues.,2023-10-16,84,5,0,0,Sad,Monday,October,Rainy,5,8.4,16.8,-1.0
huntergary,Not what I expected from product availability.,2023-09-10,81,7,0,0,Sad,Sunday,September,Rainy,7,5.714285714285714,11.571428571428571,-1.0
aruiz,Regretful experience regarding product quality.,2023-06-14,95,5,0,0,Sad,Wednesday,June,Summer,5,8.6,19.0,-1.0
