Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment,Comment_DayOfWeek,Comment_Month,Comment_Season,Words_per_Comment,Avg_Word_Length,Engagement_rate,Sentiment_Score,Sentiment_Score_Noisy
phorn,Wonderful experience regarding app usabliit.y,2023-08-23,163,5,0,0,Happy,Wednesday,August,Rainy,5,8.2,32.6,1.0,1.0
uschultz,Niether good nor bad about responset ime.,2024-03-27,278,7,1,0,Neutral,Wednesday,March,Spring,7,5.0,39.71428571428572,0.0,0.0
alicia21,The payment process was satisfactory.,2024-08-01,436,5,0,0,Neutral,Thursday,August,Rainy,5,6.6,87.2,0.0,0.0
charper,Wnoderful epxerience regarding billing issues.,2024-03-27,451,5,0,0,Happy,Wednesday,March,Spring,5,8.4,90.2,1.0,1.0
aliciamcpherson,Very satisfied wiht the billing issues!,2023-11-22,335,6,0,0,Happy,Wednesday,November,Fall,6,5.666666666666667,55.833333333333336,1.0,1.0
kurt70,I'm disappointed wihtt he app usability.,2024-02-09,413,6,0,0,Sad,Friday,February,Winter,6,5.833333333333333,68.83333333333333,-1.0,-2.0
cunninghamthomas,I'm quite pleased witht he pricing.,2025-04-21,462,6,0,0,Pleased,Monday,April,Spring,6,5.0,77.0,,
elizabeth40,oLved the website navigation!,2024-01-24,187,4,0,0,Happy,Wednesday,January,Winter,4,6.5,46.75,1.0,1.0
ashley71,Overall plesaed with the customer care.,2023-11-05,211,6,1,0,Pleased,Sunday,November,Fall,6,5.666666666666667,35.166666666666664,,
ferrellashley,Exceptionla order tracking experience.,2025-02-12,219,4,0,0,Happy,Wednesday,February,Winter,4,8.75,54.75,1.0,1.0
clarkdarrell,Worst technical support ever.,2024-05-09,257,4,0,0,Angry,Thursday,May,Summer,4,6.5,64.25,-2.0,-2.0
jennifer03,Regretful experience regadring billing isseus.,2024-08-22,22,5,0,0,Sad,Thursday,August,Rainy,5,8.4,4.4,-1.0,0.0
kimberlychang,I'm uqitep leased w/ the website navigation.,2024-08-15,207,7,0,1,Pleased,Thursday,August,Rainy,7,5.714285714285714,29.571428571428573,,
jessica83,Loved the pricing!,2025-02-14,196,3,1,1,Happy,Friday,February,Winter,3,5.333333333333333,65.33333333333333,1.0,1.0
williamfrank,Oevrall pleased with the customer servic.e,2024-09-24,145,6,0,0,Pleased,Tuesday,September,Rainy,6,6.166666666666667,24.166666666666668,,
johnstonchristina,Regreftul experience regarding delivery experiecne.,2023-08-23,24,5,0,0,Sad,Wednesday,August,Rainy,5,9.4,4.8,-1.0,-1.0
juarezandrew,Regretful expreience regarding reutrn policy.,2024-01-19,229,5,0,0,Sad,Friday,January,Winter,5,8.2,45.8,-1.0,-1.0
oneilllorraine,The app usability met mye xpectations.,2023-12-29,61,6,0,0,Pleased,Friday,December,Winter,6,5.5,10.166666666666666,,
lewislisa,"The product quality was okya,n othing special.",2023-06-26,378,7,0,0,Neutral,Monday,June,Summer,7,5.714285714285714,54.0,0.0,0.0
yowens,Average exeprience wiht the return policy.,2024-08-25,333,6,0,0,Neutral,Sunday,August,Rainy,6,6.166666666666667,55.5,0.0,0.0
nelsonjoshua,Nice job on the technicla support!,2024-08-25,109,6,0,0,Pleased,Sunday,August,Rainy,6,4.833333333333333,18.166666666666668,,
btaylor,Very upsetting retun rpolicy experience.,2023-04-30,113,5,0,0,Sad,Sunday,April,Spring,5,7.2,22.6,-1.0,-1.0
robinpadilla,Very upsetting return policy experiecn.e,2023-08-24,360,5,1,0,Sad,Thursday,August,Rainy,5,7.2,72.0,-1.0,-1.0
juanjohnson,Nice ojb on the website navigation!,2024-10-19,492,6,0,0,Pleased,Saturday,October,Rainy,6,5.0,82.0,,
larry71,Avearge epxerience w/ the app usability.,2024-05-15,189,6,0,0,Neutral,Wednesday,May,Summer,6,6.166666666666667,31.5,0.0,0.0
nathanfuller,Can't belivee how bad the response timew as.,2023-05-03,116,8,0,0,Angry,Wednesday,May,Summer,8,4.625,14.5,-2.0,-2.0
kevinreilly,I a mextremely happy with the website navigtaion.,2024-06-13,389,8,0,0,Happy,Thursday,June,Summer,8,5.25,48.625,1.0,1.0
susan13,Overall pleased wtih the payment process.,2024-10-10,301,6,0,0,Pleased,Thursday,October,Rainy,6,6.0,50.16666666666666,,
vshaw,A neutral feeling towards th ewebsite naviagtion.,2023-07-29,479,7,0,0,Neutral,Saturday,July,Summer,7,6.142857142857143,68.42857142857143,0.0,0.0
catherinemccormick,I'm quite pleased w/ the etchincal support.,2023-07-14,358,7,0,0,Pleased,Friday,July,Summer,7,5.571428571428571,51.142857142857146,,
silvabrooke,Exceptional pricinge xperience.,2025-04-18,185,3,0,0,Happy,Friday,April,Spring,3,9.666666666666666,61.66666666666666,1.0,1.0
sandy68,Overall pleased with the resopnse time.,2025-01-23,144,6,0,0,Pleased,Thursday,January,Winter,6,5.666666666666667,24.0,,
dunnbrandon,I feel sad about the produtc quality.,2025-03-25,440,7,0,0,Sad,Tuesday,March,Spring,7,4.428571428571429,62.85714285714285,-1.0,-1.0
hayesmelissa,Exceptional suppotr team experience.,2023-07-27,159,4,0,0,Happy,Thursday,July,Summer,4,8.25,39.75,1.0,1.0
jessicajones,Regretful expreience regarding app usability.,2024-01-10,360,5,0,0,Sad,Wednesday,January,Winter,5,8.2,72.0,-1.0,-1.0
michael57,Regretflu experience rgearding website navigation.,2024-03-12,251,5,0,0,Sad,Tuesday,March,Spring,5,9.2,50.2,-1.0,-1.0
jacksonrebecca,Nice job on the customer sevrice!,2024-12-29,85,6,0,0,Pleased,Sunday,December,Winter,6,4.666666666666667,14.166666666666666,,
leah55,I'm quiet pleased iwth the billing issues.,2024-08-10,54,7,0,1,Pleased,Saturday,August,Rainy,7,5.142857142857143,7.714285714285714,,
john43,Average experience with the retrun poilcy.,2023-12-03,474,6,0,0,Neutral,Sunday,December,Winter,6,6.166666666666667,79.0,0.0,0.0
annetteleonard,I'm disappointed wiht the order tarcking.,2024-02-27,190,6,0,0,Sad,Tuesday,February,Winter,6,6.0,31.666666666666668,-1.0,-1.0
bennettdeanna,I ma extremelyh appy with the product availability.,2025-03-28,20,8,0,0,Happy,Friday,March,Spring,8,5.5,2.5,1.0,1.0
tjones,I'm quite pleased with th ebilling isseus.,2023-06-18,165,7,1,0,Pleased,Sunday,June,Summer,7,5.142857142857143,23.571428571428573,,
omiller,vAearge experience w/ the billing issues.,2024-08-08,309,6,0,0,Neutral,Thursday,August,Rainy,6,6.333333333333333,51.5,0.0,0.0
lindsey02,I'm quite plesaed wtih the technical support.,2025-04-09,467,7,0,0,Pleased,Wednesday,April,Spring,7,5.571428571428571,66.71428571428571,,
williamsalyssa,Not whatI exepcted from customer service.,2023-08-13,85,7,0,0,Sad,Sunday,August,Rainy,7,5.142857142857143,12.142857142857142,-1.0,-1.0
mejiamegan,Average experienecw ith the customer care.,2024-10-30,285,6,0,0,Neutral,Wednesday,October,Rainy,6,6.166666666666667,47.5,0.0,0.0
porterkristen,Exceptional billing sisues experience.,2025-03-25,376,4,0,0,Happy,Tuesday,March,Spring,4,8.75,94.0,1.0,1.0
james47,vOerallp leased with the product quality.,2023-08-19,227,6,0,0,Pleased,Saturday,August,Rainy,6,6.0,37.833333333333336,,
christopher49,Loved the delivrey experience!,2023-05-18,196,4,0,0,Happy,Thursday,May,Summer,4,6.75,49.0,1.0,1.0
maryross,"The product availability wa sokay, nothing specail.",2023-12-09,119,7,1,0,Neutral,Saturday,December,Winter,7,6.428571428571429,17.0,0.0,0.0
brewerlee,Pretty goodp roduct quality experience.,2025-01-25,215,5,0,0,Pleased,Saturday,January,Winter,5,7.0,43.0,,
garciajames,Really agnry with the order tracking.,2023-10-02,335,6,0,0,Angry,Monday,October,Rainy,6,5.333333333333333,55.833333333333336,-2.0,-2.0
matthewgarrison,Exceptional payment procses experience.,2023-09-30,389,4,0,1,Happy,Saturday,September,Rainy,4,9.0,97.25,1.0,1.0
amy72,Can't believe how bad the pricing aws.,2024-10-29,156,7,0,0,Angry,Tuesday,October,Rainy,7,4.571428571428571,22.285714285714285,-2.0,-2.0
proctorkevin,Nice job on the suppor tteam!,2024-09-19,411,6,0,0,Pleased,Thursday,September,Rainy,6,4.0,68.5,,
samuelhaney,I'm disappointde with the produc tavailability.,2023-05-13,319,6,0,1,Sad,Saturday,May,Summer,6,7.0,53.16666666666666,-1.0,-1.0
hberry,Nice job on the bliling issues!,2024-07-08,39,6,0,0,Pleased,Monday,July,Summer,6,4.333333333333333,6.5,,
oshaw,Loved the app usabiliyt!,2024-05-23,236,4,0,0,Happy,Thursday,May,Summer,4,5.25,59.0,1.0,1.0
jchavez,Regrteful experience rgearding delivery experience.,2024-01-23,43,5,0,0,Sad,Tuesday,January,Winter,5,9.4,8.6,-1.0,-1.0
danielreynolds,Regretful experience regadring product availabiilty.,2024-12-28,204,5,0,0,Sad,Saturday,December,Winter,5,9.6,40.8,-1.0,-1.0
franklindawn,I efel sad about the billing issues.,2023-11-08,181,7,0,0,Sad,Wednesday,November,Fall,7,4.285714285714286,25.857142857142858,-1.0,-1.0
eweber,Really angry iwth the pricing.,2024-03-23,426,5,0,0,Angry,Saturday,March,Spring,5,5.2,85.2,-2.0,-2.0
hamptondiana,eTrrible pricing handling.,2023-06-26,274,3,0,0,Angry,Monday,June,Summer,3,8.0,91.33333333333331,-2.0,-2.0
taylordonald,Absoultely furious about the ucstomer care!,2024-11-20,304,6,0,0,Angry,Wednesday,November,Fall,6,6.333333333333333,50.66666666666666,-2.0,-2.0
lharris,Terrible product quailty handling.,2024-05-25,31,4,0,0,Angry,Saturday,May,Summer,4,7.75,7.75,-2.0,-2.0
opineda,Worst app usabilit yever.,2024-08-12,416,4,0,0,Angry,Monday,August,Rainy,4,5.5,104.0,-2.0,-2.0
erintate,Pretty good technical suppotr experinece.,2023-09-24,324,5,0,0,Pleased,Sunday,September,Rainy,5,7.4,64.8,,
ramirezzachary,Absolutely furious about hte product quailty!,2024-07-31,64,6,0,0,Angry,Wednesday,July,Summer,6,6.666666666666667,10.666666666666666,-2.0,-2.0
ochoakelly,Wonderful experienec regaridng customer care.,2024-07-04,459,5,0,0,Happy,Thursday,July,Summer,5,8.2,91.8,1.0,1.0
mark53,Regretflu experience regadring customer service.,2024-12-10,433,5,0,0,Sad,Tuesday,December,Winter,5,8.8,86.6,-1.0,-1.0
fjames,An eutral feeling toawrds the technical support.,2024-11-02,42,7,0,0,Neutral,Saturday,November,Fall,7,6.0,6.0,0.0,0.0
cheyenne00,A neutral efeling towards the billing issues.,2024-04-29,32,7,0,0,Neutral,Monday,April,Spring,7,5.571428571428571,4.571428571428571,0.0,0.0
kristine38,Absolutely furious abou tthe erturn policy!,2024-09-20,113,6,1,0,Angry,Friday,September,Rainy,6,6.333333333333333,18.83333333333333,-2.0,-2.0
hmartinez,Veyr satisfied w/ the pricing!,2023-10-17,361,5,0,0,Happy,Tuesday,October,Rainy,5,5.6,72.2,1.0,1.0
robin63,Nice job on teh return policy!,2024-09-11,443,6,0,0,Pleased,Wednesday,September,Rainy,6,4.166666666666667,73.83333333333333,,
brooksjames,Very uspetting etchnical support experience.,2024-11-17,452,5,1,0,Sad,Sunday,November,Fall,5,8.0,90.4,-1.0,-1.0
nicole87,Regretful experience regardnig pricing.,2025-02-24,468,4,0,0,Sad,Monday,February,Winter,4,9.0,117.0,-1.0,-1.0
kylerussell,I am extremely happy witht he deliver yexperience.,2024-01-31,167,8,0,0,Happy,Wednesday,January,Winter,8,5.375,20.875,1.0,1.0
hayeslori,The spuport team was satisfactory.,2023-12-18,229,5,0,0,Neutral,Monday,December,Winter,5,6.0,45.8,0.0,0.0
michelle95,Wonderful experienc eregadring order tracking.,2024-10-04,428,5,0,0,Happy,Friday,October,Rainy,5,8.4,85.6,1.0,1.0
uperez,Pretty good order trakcing experience.,2025-02-16,485,5,0,0,Pleased,Sunday,February,Winter,5,6.8,97.0,,
susan41,Worst pricing ever.,2024-11-10,497,3,0,0,Angry,Sunday,November,Fall,3,5.666666666666667,165.66666666666666,-2.0,-2.0
wspence,Exceptional tehcnicals upport experience.,2023-12-06,411,4,0,0,Happy,Wednesday,December,Winter,4,9.5,102.75,1.0,1.0
flong,Loved the customer serviec!,2025-03-01,348,4,0,0,Happy,Saturday,March,Spring,4,6.0,87.0,1.0,1.0
robbinsdavid,Wondreful xeperience regarding delivery experience.,2024-12-11,372,5,0,0,Happy,Wednesday,December,Winter,5,9.4,74.4,1.0,1.0
pcrawford,Exceptional order tracking expereince.,2023-07-24,388,4,0,0,Happy,Monday,July,Summer,4,8.75,97.0,1.0,1.0
smithmelissa,Worst customer serviec ever.,2024-12-31,28,4,0,0,Angry,Tuesday,December,Winter,4,6.25,7.0,-2.0,-2.0
lori44,Averagee xperience w/ the techncial support.,2024-08-29,137,6,0,0,Neutral,Thursday,August,Rainy,6,6.833333333333333,22.83333333333333,0.0,0.0
melissa57,I feel sad about the billing isseus.,2024-02-26,218,7,1,0,Sad,Monday,February,Winter,7,4.285714285714286,31.142857142857142,-1.0,-1.0
mwilliams,Loved the pricing!,2024-09-07,318,3,0,0,Happy,Saturday,September,Rainy,3,5.333333333333333,106.0,1.0,1.0
justin11,Can't believ ehow bad hte website navigation was.,2024-09-05,398,8,0,0,Angry,Thursday,September,Rainy,8,5.25,49.75,-2.0,-2.0
doughertybrenda,Nice job on the produc tavailability!,2025-02-28,138,6,0,0,Pleased,Friday,February,Winter,6,5.333333333333333,23.0,,
carl62,The delivrey experience met my expectatiosn.,2023-07-01,68,6,0,0,Pleased,Saturday,July,Summer,6,6.5,11.333333333333334,,
gail45,Exceptional cusotmer care experience.,2023-07-27,376,4,0,0,Happy,Thursday,July,Summer,4,8.5,94.0,1.0,1.0
ymiller,Neithe rgood nor bad about pricing.,2025-01-30,66,6,0,0,Neutral,Thursday,January,Winter,6,5.0,11.0,0.0,0.0
friedmanrobert,Love dthe support team!,2025-04-04,305,4,0,0,Happy,Friday,April,Spring,4,5.0,76.25,1.0,1.0
danielalexander,Very upsettign odrer tracking experience.,2024-04-14,420,5,0,0,Sad,Sunday,April,Spring,5,7.4,84.0,-1.0,-1.0
erikstokes,Not what I xepected from return policy.,2023-08-12,345,7,0,0,Sad,Saturday,August,Rainy,7,4.714285714285714,49.285714285714285,-1.0,-1.0
cclark,Exceptionla support team experience.,2024-08-02,153,4,1,1,Happy,Friday,August,Rainy,4,8.25,38.25,1.0,1.0
karen37,Terrbile payment process handling.,2024-02-05,427,4,0,0,Angry,Monday,February,Winter,4,7.75,106.75,-2.0,-2.0
robert63,Really angr ywith the response time.,2024-12-05,417,6,0,0,Angry,Thursday,December,Winter,6,5.166666666666667,69.5,-2.0,-2.0
charleshamilton,A neutral feeling towards the wbesite naivgation.,2023-07-28,171,7,0,0,Neutral,Friday,July,Summer,7,6.142857142857143,24.428571428571427,0.0,0.0
michael45,I am extremely happy with thep ricing.,2025-04-21,332,7,0,0,Happy,Monday,April,Spring,7,4.571428571428571,47.42857142857143,1.0,1.0
lynnpadilla,Exceptional app usability exeprience.,2024-11-19,114,4,0,0,Happy,Tuesday,November,Fall,4,8.5,28.5,1.0,1.0
fitzpatrickmichael,Absolutely furious about the billingi ssuse!,2025-01-08,200,6,0,0,Angry,Wednesday,January,Winter,6,6.5,33.333333333333336,-2.0,-2.0
ypeterson,Exceptional technica lsupport experienc.e,2024-03-05,188,4,0,0,Happy,Tuesday,March,Spring,4,9.5,47.0,1.0,1.0
molinawhitney,Nice job on the app usabiliyt!,2023-12-06,433,6,0,0,Pleased,Wednesday,December,Winter,6,4.166666666666667,72.16666666666667,,
freemanmaria,Average experience wtih the return polic.y,2023-11-27,228,6,0,0,Neutral,Monday,November,Fall,6,6.166666666666667,38.0,0.0,0.0
ryan40,I'm quitep leased with the csutomer care.,2024-11-13,212,7,0,0,Pleased,Wednesday,November,Fall,7,5.0,30.285714285714285,,
john66,Verys atisfied with the paymen tprocess!,2024-06-30,366,6,1,0,Happy,Sunday,June,Summer,6,5.833333333333333,61.0,1.0,1.0
robersonkaren,Overall pleased with the priicng.,2024-12-04,355,5,0,0,Pleased,Wednesday,December,Winter,5,5.8,71.0,,
saragaines,Overall pleased wit hthe support team.,2024-03-03,119,6,0,0,Pleased,Sunday,March,Spring,6,5.5,19.83333333333333,,
prestonhorne,Wonderful experiecne regarding billin gissues.,2024-03-02,287,5,0,0,Happy,Saturday,March,Spring,5,8.4,57.4,1.0,1.0
nicolemercado,Ver yupsetting websiten avigation experience.,2025-03-25,400,5,0,0,Sad,Tuesday,March,Spring,5,8.2,80.0,-1.0,-1.0
vicki09,Overall pleased with the app usaiblity.,2023-09-04,134,6,0,0,Pleased,Monday,September,Rainy,6,5.666666666666667,22.33333333333333,,
moraleswanda,Avergae experience iwth the support team.,2025-03-20,255,6,0,0,Neutral,Thursday,March,Spring,6,6.0,42.5,0.0,0.0
joshua02,Pretty good order tracking exeprience.,2023-10-16,391,5,0,0,Pleased,Monday,October,Rainy,5,6.8,78.2,,
amanda31,Exceptional order tracking epxerience.,2023-07-04,435,4,1,0,Happy,Tuesday,July,Summer,4,8.75,108.75,1.0,1.0
elijahchandler,Rellay angry w/ the delivery experience.,2024-04-01,383,6,0,0,Angry,Monday,April,Spring,6,6.166666666666667,63.833333333333336,-2.0,-2.0
maryjones,Very satisfied w/ thea pp usability!,2025-02-10,453,6,0,0,Happy,Monday,February,Winter,6,5.5,75.5,1.0,1.0
coreynelson,Can' tbelieve how abd the return policy was.,2024-03-08,408,8,0,0,Angry,Friday,March,Spring,8,4.625,51.0,-2.0,-2.0
kelsey63,I'm qiute pleased w/ the customer car.e,2024-03-07,349,7,0,0,Pleased,Thursday,March,Spring,7,5.0,49.85714285714285,,
dakotasoto,Can't believe how bad the pricin gwas.,2024-11-21,349,7,0,0,Angry,Thursday,November,Fall,7,4.571428571428571,49.85714285714285,-2.0,-2.0
stevensjoe,Exceptional response tim eexperience.,2023-05-18,109,4,0,0,Happy,Thursday,May,Summer,4,8.5,27.25,1.0,1.0
frederick30,I'm disappointed with the resopnse tiem.,2023-06-07,421,6,0,0,Sad,Wednesday,June,Summer,6,5.833333333333333,70.16666666666667,-1.0,-1.0
richardolson,Prtety good product availability exeprience.,2024-12-30,470,5,0,0,Pleased,Monday,December,Winter,5,8.0,94.0,,
michael50,I am extremely happy with th eproduc tavailability.,2024-06-04,3,8,1,0,Happy,Tuesday,June,Summer,8,5.5,0.375,1.0,1.0
andersonbrett,Regretful exeprience regarding website naivgation.,2023-11-11,147,5,0,0,Sad,Saturday,November,Fall,5,9.2,29.4,-1.0,-1.0
costanicole,I am extremely happyw ith the responset ime.,2025-04-05,12,8,0,0,Happy,Saturday,April,Spring,8,4.625,1.5,1.0,1.0
qchase,The pricing wass atisfactory.,2023-09-19,214,4,0,0,Neutral,Tuesday,September,Rainy,4,6.5,53.5,0.0,0.0
ronald27,Pretty good payment process expeirence.,2024-09-03,81,5,0,0,Pleased,Tuesday,September,Rainy,5,7.0,16.2,,
ocortez,Nicej ob on the billing issues!,2024-06-22,274,6,1,0,Pleased,Saturday,June,Summer,6,4.333333333333333,45.66666666666666,,
idiaz,Ncie job on the app usability!,2023-05-31,270,6,0,0,Pleased,Wednesday,May,Summer,6,4.166666666666667,45.0,,
smithanthony,Really angry with the billin gissues.,2024-10-24,44,6,0,0,Angry,Thursday,October,Rainy,6,5.333333333333333,7.333333333333333,-2.0,-2.0
mjenkins,Very uspetting websit enavigation experience.,2025-01-15,305,5,0,0,Sad,Wednesday,January,Winter,5,8.2,61.0,-1.0,-1.0
ghorton,Overall pleased with the order tarcking.,2023-09-03,378,6,0,0,Pleased,Sunday,September,Rainy,6,5.833333333333333,63.0,,
aguilarmatthew,Not what I xepected from response time.,2023-06-30,91,7,0,0,Sad,Friday,June,Summer,7,4.714285714285714,13.0,-1.0,-1.0
johnsonsteven,Veyr satisfied with the order tracking!,2023-05-16,3,6,0,0,Happy,Tuesday,May,Summer,6,5.666666666666667,0.5,1.0,1.0
georgefloyd,Very satisfied iwth the billing issues!,2024-04-07,34,6,0,0,Happy,Sunday,April,Spring,6,5.666666666666667,5.666666666666667,1.0,1.0
dthomas,Worst support team eve.r,2023-07-21,461,4,0,0,Angry,Friday,July,Summer,4,5.25,115.25,-2.0,-2.0
davisdebra,Average experience with the response time.,2024-04-14,480,6,0,0,Neutral,Sunday,April,Spring,6,6.166666666666667,80.0,0.0,0.0
lucas68,The delivery experience met my expectations.,2024-04-14,482,6,0,0,Pleased,Sunday,April,Spring,6,6.5,80.33333333333333,,
vcrane,I feel sada bout the technical support.,2024-01-04,103,7,0,1,Sad,Thursday,January,Winter,7,4.714285714285714,14.714285714285714,-1.0,-1.0
nscott,I'm disappointed with the app usability.,2025-01-15,449,6,1,0,Sad,Wednesday,January,Winter,6,5.833333333333333,74.83333333333333,-1.0,-1.0
paul03,Regretful experienec regrading response time.,2023-06-10,368,5,0,0,Sad,Saturday,June,Summer,5,8.2,73.6,-1.0,-1.0
thomas52,Neither good nor bad baoutr eturn policy.,2025-04-16,181,7,0,0,Neutral,Wednesday,April,Spring,7,5.0,25.857142857142858,0.0,-2.0
hweber,Thed elivery experience was satisfactoyr.,2025-02-06,103,5,1,0,Neutral,Thursday,February,Winter,5,7.4,20.6,0.0,0.0
tsoto,I feel sad about the uspport team.,2023-05-25,24,7,0,0,Sad,Thursday,May,Summer,7,4.0,3.4285714285714284,-1.0,-2.0
abush,Verys atisfied with teh product availability!,2024-10-28,12,6,0,0,Happy,Monday,October,Rainy,6,6.666666666666667,2.0,1.0,1.0
melindasmith,The prdouct availability was satisfcatory.,2024-01-23,70,5,1,0,Neutral,Tuesday,January,Winter,5,7.6,14.0,0.0,0.0
brooksjonathan,Neither good nor bda abotu payment process.,2024-11-02,328,7,0,0,Neutral,Saturday,November,Fall,7,5.285714285714286,46.85714285714285,0.0,-2.0
george68,"The website naviagtion was okay, nothing specila.",2023-09-27,279,7,0,0,Neutral,Wednesday,September,Rainy,7,6.142857142857143,39.85714285714285,0.0,0.0
hrose,Absolutel yfurious about the customer acre!,2023-06-30,466,6,0,0,Angry,Friday,June,Summer,6,6.333333333333333,77.66666666666667,-2.0,-2.0
brianhanna,Worst prodcut availability ever.,2024-02-25,314,4,0,0,Angry,Sunday,February,Winter,4,7.25,78.5,-2.0,-2.0
lindsayflores,The porduct quality met my expectatiosn.,2024-12-10,318,6,0,0,Pleased,Tuesday,December,Winter,6,5.833333333333333,53.0,,
psutton,Wonderfule xperience regarding pricing.,2024-02-17,36,4,0,0,Happy,Saturday,February,Winter,4,9.0,9.0,1.0,1.0
tgutierrez,Loved the bliling issues!,2025-01-06,273,4,0,0,Happy,Monday,January,Winter,4,5.5,68.25,1.0,-1.0
kaiserstephen,Pretty godo pricing experience.,2025-02-19,1,4,1,0,Pleased,Wednesday,February,Winter,4,7.0,0.25,,
christinalopez,Terrible support tea mhandling.,2024-02-14,410,4,0,0,Angry,Wednesday,February,Winter,4,7.0,102.5,-2.0,-2.0
samuelballard,A neutral feeling towardst he billing issuse.,2025-03-08,231,7,0,0,Neutral,Saturday,March,Spring,7,5.571428571428571,33.0,0.0,0.0
martineztyrone,Can't beileve how bad the return polic ywas.,2023-10-02,120,8,0,0,Angry,Monday,October,Rainy,8,4.625,15.0,-2.0,-2.0
samanthanelson,Reall yangry with teh website navigation.,2023-12-23,461,6,0,1,Angry,Saturday,December,Winter,6,6.0,76.83333333333333,-2.0,-2.0
emily32,Terrible return ploicy handling.,2024-08-15,216,4,0,0,Angry,Thursday,August,Rainy,4,7.25,54.0,-2.0,-2.0
vernonanderson,Very upsetting delivery xeperience experinece.,2023-07-22,273,5,0,0,Sad,Saturday,July,Summer,5,8.4,54.6,-1.0,-1.0
sethguerrero,Absoluteyl furious abuot the product quality!,2023-06-28,208,6,1,0,Angry,Wednesday,June,Summer,6,6.666666666666667,34.666666666666664,-2.0,-2.0
emyers,I'm disappointed with the product availabiilyt.,2025-03-28,242,6,0,0,Sad,Friday,March,Spring,6,7.0,40.333333333333336,-1.0,-1.0
ugutierrez,Worst response time eve.r,2025-03-19,467,4,0,0,Angry,Wednesday,March,Spring,4,5.5,116.75,-2.0,-2.0
xramirez,Very astisfied with the delivery xeperience!,2024-09-25,70,6,0,0,Happy,Wednesday,September,Rainy,6,6.5,11.666666666666666,1.0,1.0
broberts,Exceptional customer servic eexpreience.,2023-06-26,88,4,0,0,Happy,Monday,June,Summer,4,9.25,22.0,1.0,1.0
carlosstephens,Worst suppotr team ever.,2025-01-19,223,4,0,0,Angry,Sunday,January,Winter,4,5.25,55.75,-2.0,-2.0
megan75,Im' quite pleased w/ hte billing issues.,2023-05-23,239,7,0,0,Pleased,Tuesday,May,Summer,7,5.142857142857143,34.142857142857146,,
yorknicole,Really angr ywith teh technical support.,2023-12-05,41,6,0,0,Angry,Tuesday,December,Winter,6,5.833333333333333,6.833333333333333,-2.0,-2.0
tara12,Worst ersponse time ever.,2023-10-28,356,4,0,0,Angry,Saturday,October,Rainy,4,5.5,89.0,-2.0,-2.0
rwalker,Neither good nor bad baout techincal support.,2023-05-14,429,7,0,0,Neutral,Sunday,May,Summer,7,5.571428571428571,61.285714285714285,0.0,0.0
laurenmcbride,I feel sad aobut the customer service.,2024-07-19,310,7,0,0,Sad,Friday,July,Summer,7,4.571428571428571,44.285714285714285,-1.0,-1.0
lorile,The return polciy met my expectations.,2023-11-27,246,6,0,0,Pleased,Monday,November,Fall,6,5.5,41.0,,
terri64,Regretfu elxperience regarding customer care.,2023-07-04,500,5,1,0,Sad,Tuesday,July,Summer,5,8.2,100.0,-1.0,-1.0
shawnandrews,Veryu psetting webiste navigation experience.,2024-12-14,168,5,0,0,Sad,Saturday,December,Winter,5,8.2,33.6,-1.0,-1.0
jonesmark,A neutarl feeling towards the prdouct availability.,2023-06-09,159,7,0,0,Neutral,Friday,June,Summer,7,6.428571428571429,22.714285714285715,0.0,0.0
ygarcia,Absolutely furious about the produtc availabiliyt!,2023-07-30,375,6,0,0,Angry,Sunday,July,Summer,6,7.5,62.5,-2.0,-2.0
santiagotonya,Relaly angry w/ the technical spuport.,2024-08-11,484,6,0,0,Angry,Sunday,August,Rainy,6,5.833333333333333,80.66666666666667,-2.0,-2.0
lauren85,Terrible pricing handilng.,2024-05-25,446,3,0,0,Angry,Saturday,May,Summer,3,8.0,148.66666666666666,-2.0,-2.0
vtanner,The response time metm y expectations.,2025-01-28,300,6,1,0,Pleased,Tuesday,January,Winter,6,5.5,50.0,,
ihamilton,A neutra lfeeling towards the website nvaigation.,2024-04-16,260,7,0,1,Neutral,Tuesday,April,Spring,7,6.142857142857143,37.142857142857146,0.0,0.0
larsonkathy,Not what I expected fromb illing issue.s,2025-03-14,417,7,0,0,Sad,Friday,March,Spring,7,4.857142857142857,59.57142857142857,-1.0,-1.0
lthomas,Can't belevie how bad the website navigation was.,2024-07-24,118,8,0,0,Angry,Wednesday,July,Summer,8,5.25,14.75,-2.0,1.0
brettcoleman,Exceptionalp roduct quality experience.,2023-06-03,93,4,0,0,Happy,Saturday,June,Summer,4,9.0,23.25,1.0,1.0
charles13,Pretty good pricing experinece.,2024-05-10,101,4,0,0,Pleased,Friday,May,Summer,4,7.0,25.25,,
michael47,Can't belivee how bad the pricing was.,2024-02-12,97,7,1,0,Angry,Monday,February,Winter,7,4.571428571428571,13.857142857142858,-2.0,-2.0
kimberlyhunter,Rergetful experience regardign order tracking.,2024-06-06,368,5,0,0,Sad,Thursday,June,Summer,5,8.4,73.6,-1.0,-1.0
moyerpatrick,I feel sad about the produtc quality.,2023-05-06,18,7,0,0,Sad,Saturday,May,Summer,7,4.428571428571429,2.571428571428572,-1.0,-1.0
